FREQUENCY,MEAN_vg_mtss_gcd,MEDIAN_vg_mtss_gcd,STD_vg_mtss_gcd,VARIANCE_vg_mtss_gcd,MEAN_ws_mtss,MEDIAN_ws_mtss,STD_ws_mtss,VARIANCE_ws_mtss,MEAN_wc_mtss,MEDIAN_wc_mtss,STD_wc_mtss,VARIANCE_wc_mtss,MEAN_wswc_mtss,MEDIAN_wswc_mtss,STD_wswc_mtss,VARIANCE_wswc_mtss,MEAN_va_mtss,MEDIAN_va_mtss,STD_va_mtss,VARIANCE_va_mtss,MEAN_vw_mtss,MEDIAN_vw_mtss,STD_vw_mtss,VARIANCE_vw_mtss
1780,0.717898016551475,0.042317272746395,2.460634606601976,6.054722667207263,-0.458624764485953,-0.580651452363712,16.502491776369290,272.332234829135984,0.746508204772539,0.780993906580066,17.121838458401879,293.157352195609633,1.303105603495015,1.952261907082238,283.101355493760821,80146.377482404743205,21.437947539427665,19.857657653872266,11.502490116087793,132.307278870697388,20.994045361749116,19.363315464759651,11.191958609651335,125.259937520148668
